2016,0,11.98,11.5
2016,1,12.75,12.5
2016,2,13.02,13.5
2016,3,13.15,13.5
2016,4,11.28,11.5
2016,5,11.87,11.5
2016,6,7.94,7.5
2016,7,6.4,6.5
2016,8,5.47,5.5
2016,9,5.41,5.5
2016,10,4.9,4.5
2016,11,5.91,5.5
2016,12,6.72,6.5
2016,13,6.3,6.5
2016,14,6.28,6.5
2016,15,6.41,6.5
2016,16,6.79,6.5
2016,17,7.27,7.5
2016,18,7.29,7.5
2016,19,7.74,7.5
2016,20,6.96,6.5
2016,21,7.68,7.5
2016,22,6.13,6.5
2016,23,6.64,6.5
2016,0,5.12,5.5
2016,1,3.9,3.5
2016,2,4.36,4.5
2016,3,4.12,4.5
2016,4,3.41,3.5
2016,5,3.71,3.5
2016,6,3.31,3.5
2016,7,3.52,3.5
2016,8,4.81,4.5
2016,9,5.65,5.5
2016,10,6.46,6.5
2016,11,7.59,7.5
2016,12,7.98,7.5
2016,13,5.91,5.5
2016,14,6.3,6.5
2016,15,5.8,5.5
2016,16,5.2,5.5
2016,17,5.25,5.5
2016,18,5.35,5.5
2016,19,5.1,5.5
2016,20,4.53,4.5
2016,21,4.86,4.5
2016,22,5.46,5.5
2016,23,5.2,5.5
2016,0,5.1,5.5
2016,1,4.52,4.5
2016,2,4.2,4.5
2016,3,4,4.5
2016,4,4.5,4.5
2016,5,4.18,4.5
2016,6,3.81,3.5
2016,7,3.04,3.5
2016,8,2.33,2.5
2016,9,3.01,3.5
2016,10,2.96,2.5
2016,11,4.24,4.5
2016,12,4.93,4.5
2016,13,5.08,5.5
2016,14,5.49,5.5
2016,15,6.14,6.5
2016,16,6.33,6.5
2016,17,5.82,5.5
2016,18,5.67,5.5
2016,19,5.4,5.5
2016,20,4.52,4.5
2016,21,3.59,3.5
2016,22,2.97,2.5
2016,23,2.18,2.5
2016,0,1.34,1.5
2016,1,0.5,0.5
2016,2,1.42,1.5
2016,3,1.84,1.5
2016,4,2.42,2.5
2016,5,2.44,2.5
2016,6,2.56,2.5
2016,7,2.42,2.5
2016,8,1.75,1.5
2016,9,1.89,1.5
2016,10,2.31,2.5
2016,11,2.2,2.5
2016,12,2.15,2.5
2016,13,1.94,1.5
2016,14,2.24,2.5
2016,15,2.31,2.5
2016,16,2.4,2.5
2016,17,2.8,2.5
2016,18,6.63,6.5
2016,19,6.96,6.5
2016,20,6.28,6.5
2016,21,4.98,4.5
2016,22,3.54,3.5
2016,23,2.58,2.5
2016,0,2.08,2.5
2016,1,1.71,1.5
2016,2,1.43,1.5
2016,3,0.92,0.5
2016,4,1.08,1.5
2016,5,1.53,1.5
2016,6,1,1.5
2016,7,0.91,0.5
2016,8,1.1,1.5
2016,9,0.54,0.5
2016,10,0.86,0.5
2016,11,1.44,1.5
2016,12,0.94,0.5
2016,13,0.92,0.5
2016,14,1.2,1.5
2016,15,3.6,3.5
2016,16,3.4,3.5
2016,17,3.51,3.5
2016,18,4,4.5
2016,19,4.5,4.5
2016,20,4.81,4.5
2016,21,5.86,5.5
2016,22,6.57,6.5
2016,23,7.07,7.5
2016,0,6.8,6.5
2016,1,5.64,5.5
2016,2,5.33,5.5
2016,3,6.16,6.5
2016,4,6.3,6.5
2016,5,6.33,6.5
2016,6,5.73,5.5
2016,7,5.32,5.5
2016,8,4.92,4.5
2016,9,4.78,4.5
2016,10,4.34,4.5
2016,11,3.11,3.5
2016,12,2.31,2.5
2016,13,3.86,3.5
2016,14,2.8,2.5
2016,15,2.25,2.5
2016,16,1.84,1.5
2016,17,2.4,2.5
2016,18,4.34,4.5
2016,19,4.1,4.5
2016,20,2.82,2.5
2016,21,2.14,2.5
2016,22,1.17,1.5
2016,23,1.2,1.5
2016,0,2.35,2.5
2016,1,2.69,2.5
2016,2,4.79,4.5
2016,3,6.63,6.5
2016,4,6.97,6.5
2016,5,7.13,7.5
2016,6,6.71,6.5
2016,7,6.3,6.5
2016,8,5.91,5.5
2016,9,5.26,5.5
2016,10,4.12,4.5
2016,11,3.7,3.5
2016,12,4.17,4.5
2016,13,5.16,5.5
2016,14,4.4,4.5
2016,15,4.12,4.5
2016,16,4.35,4.5
2016,17,4.44,4.5
2016,18,3.76,3.5
2016,19,3.02,3.5
2016,20,3.08,3.5
2016,21,1.84,1.5
2016,22,1.04,1.5
2016,23,0.8,0.5
2016,0,0.22,0.5
2016,1,0.36,0.5
2016,2,0.64,0.5
2016,3,0.71,0.5
2016,4,1.84,1.5
2016,5,3.26,3.5
2016,6,3,3.5
2016,7,2.55,2.5
2016,8,2.76,2.5
2016,9,2.37,2.5
2016,10,1.97,1.5
2016,11,1.78,1.5
2016,12,2.15,2.5
2016,13,2.12,2.5
2016,14,2.53,2.5
2016,15,2.88,2.5
2016,16,3.58,3.5
2016,17,4.62,4.5
2016,18,5.68,5.5
2016,19,3.96,3.5
2016,20,1.21,1.5
2016,21,0.91,0.5
2016,22,1.1,1.5
2016,23,1.55,1.5
2016,0,1.96,1.5
2016,1,2.5,2.5
2016,2,2.06,2.5
2016,3,0.94,0.5
2016,4,0,0.5
2016,5,0.81,0.5
2016,6,1.08,1.5
2016,7,1.17,1.5
2016,8,1.43,1.5
2016,9,1.28,1.5
2016,10,2.4,2.5
2016,11,3.95,3.5
2016,12,4.52,4.5
2016,13,1.84,1.5
2016,14,2.63,2.5
2016,15,3.13,3.5
2016,16,3.67,3.5
2016,17,3.42,3.5
2016,18,2.75,2.5
2016,19,2.78,2.5
2016,20,2.8,2.5
2016,21,2.73,2.5
2016,22,4.29,4.5
2016,23,5.1,5.5
2016,0,2.86,2.5
2016,1,2.27,2.5
2016,2,2.85,2.5
2016,3,4.9,4.5
2016,4,5.9,5.5
2016,5,9.51,9.5
2016,6,8.61,8.5
2016,7,8.21,8.5
2016,8,8.51,8.5
2016,9,8.33,8.5
2016,10,7.06,7.5
2016,11,6.33,6.5
2016,12,6.94,6.5
2016,13,4.02,4.5
2016,14,4.77,4.5
2016,15,5.32,5.5
2016,16,5.41,5.5
2016,17,5.39,5.5
2016,18,5.87,5.5
2016,19,6.41,6.5
2016,20,5.7,5.5
2016,21,5.31,5.5
2016,22,5.56,5.5
2016,23,5.39,5.5
2016,0,4.7,4.5
2016,1,4.55,4.5
2016,2,4.2,4.5
2016,3,3.61,3.5
2016,4,3.19,3.5
2016,5,2.69,2.5
2016,6,2.47,2.5
2016,7,4.52,4.5
2016,8,5.86,5.5
2016,9,5.38,5.5
2016,10,2.55,2.5
2016,11,0.6,0.5
2016,12,1.77,1.5
2016,13,6.71,6.5
2016,14,8.7,8.5
2016,15,8.6,8.5
2016,16,8.21,8.5
2016,17,7.32,7.5
2016,18,6.63,6.5
2016,19,6.7,6.5
2016,20,6.21,6.5
2016,21,5.42,5.5
2016,22,4.59,4.5
2016,23,4.7,4.5
2016,0,6.9,6.5
2016,1,6.91,6.5
2016,2,6.99,6.5
2016,3,5.38,5.5
2016,4,5.1,5.5
2016,5,6.39,6.5
2016,6,6.74,6.5
2016,7,5.22,5.5
2016,8,4.3,4.5
2016,9,3.56,3.5
2016,10,4.41,4.5
2016,11,4.69,4.5
2016,12,4.75,4.5
2016,13,6.87,6.5
2016,14,7.05,7.5
2016,15,7.22,7.5
2016,16,6.78,6.5
2016,17,6.42,6.5
2016,18,6.07,6.5
2016,19,5.62,5.5
2016,20,5.05,5.5
2016,21,4.47,4.5
2016,22,3.71,3.5
2016,23,2.51,2.5
2016,0,1.62,1.5
2016,1,1.48,1.5
2016,2,1.25,1.5
2016,3,0.71,0.5
2016,4,1.5,1.5
2016,5,1.77,1.5
2016,6,1.81,1.5
2016,7,4.99,4.5
2016,8,4.16,4.5
2016,9,2.42,2.5
2016,10,2.31,2.5
2016,11,3.72,3.5
2016,12,4.69,4.5
2016,13,5.5,5.5
2016,14,4.92,4.5
2016,15,4.61,4.5
2016,16,4.64,4.5
2016,17,4.75,4.5
2016,18,5.28,5.5
2016,19,6.52,6.5
2016,20,6.16,6.5
2016,21,6.19,6.5
2016,22,6.26,6.5
2016,23,5.86,5.5
2016,0,4.64,4.5
2016,1,4.1,4.5
2016,2,4.3,4.5
2016,3,4.1,4.5
2016,4,4.02,4.5
2016,5,4.38,4.5
2016,6,5.64,5.5
2016,7,5.32,5.5
2016,8,4.96,4.5
2016,9,3.36,3.5
2016,10,2.5,2.5
2016,11,2.38,2.5
2016,12,1.51,1.5
2016,13,1.08,1.5
2016,14,0.89,0.5
2016,15,1.03,1.5
2016,16,1.27,1.5
2016,17,2.16,2.5
2016,18,4.02,4.5
2016,19,5.47,5.5
2016,20,6.44,6.5
2016,21,6.16,6.5
2016,22,6.16,6.5
2016,23,6.38,6.5
2016,0,5.8,5.5
2016,1,6.19,6.5
2016,2,7.16,7.5
2016,3,7.52,7.5
2016,4,7.18,7.5
2016,5,6.32,6.5
2016,6,5.61,5.5
2016,7,5.85,5.5
2016,8,5.82,5.5
2016,9,5.09,5.5
2016,10,6.04,6.5
2016,11,4.62,4.5
2016,12,5.26,5.5
2016,13,2.64,2.5
2016,14,1.73,1.5
2016,15,4.14,4.5
2016,16,6.1,6.5
2016,17,6.77,6.5
2016,18,6.31,6.5
2016,19,6.08,6.5
2016,20,7.47,7.5
2016,21,10.57,10.5
2016,22,13.05,13.5
2016,23,13.78,13.5
2016,0,13.61,13.5
2016,1,10.83,10.5
2016,2,6.35,6.5
2016,3,9.59,9.5
2016,4,11.22,11.5
2016,5,9.61,9.5
2016,6,8.2,8.5
2016,7,8.12,8.5
2016,8,6.82,6.5
2016,9,5.22,5.5
2016,10,4.18,4.5
2016,11,3,3.5
2016,12,1.9,1.5
2016,13,1.27,1.5
2016,14,1.41,1.5
2016,15,2,2.5
2016,16,2.75,2.5
2016,17,2.97,2.5
2016,18,3.57,3.5
2016,19,4.52,4.5
2016,20,4.33,4.5
2016,21,5.3,5.5
2016,22,4.64,4.5
2016,23,4.55,4.5
2016,0,6.96,6.5
2016,1,7.62,7.5
2016,2,6.42,6.5
2016,3,5.74,5.5
2016,4,5.99,5.5
2016,5,6.15,6.5
2016,6,6.95,6.5
2016,7,7.62,7.5
2016,8,7.79,7.5
2016,9,7.2,7.5
2016,10,6.72,6.5
2016,11,0.78,0.5
2016,12,4.1,4.5
2016,13,5.77,5.5
2016,14,1.44,1.5
2016,15,4.28,4.5
2016,16,5.32,5.5
2016,17,4.38,4.5
2016,18,4.8,4.5
2016,19,5.52,5.5
2016,20,5.15,5.5
2016,21,4.98,4.5
2016,22,4.4,4.5
2016,23,3.72,3.5
2016,0,3.63,3.5
2016,1,3.44,3.5
2016,2,2.72,2.5
2016,3,1.91,1.5
2016,4,1.84,1.5
2016,5,2.44,2.5
2016,6,2,2.5
2016,7,0.9,0.5
2016,8,0.71,0.5
2016,9,1.26,1.5
2016,10,2.93,2.5
2016,11,5.2,5.5
2016,12,5.38,5.5
2016,13,3.22,3.5
2016,14,2.7,2.5
2016,15,2.55,2.5
2016,16,3.5,3.5
2016,17,4.92,4.5
2016,18,7.84,7.5
2016,19,8,8.5
2016,20,7.51,7.5
2016,21,6.91,6.5
2016,22,6.66,6.5
2016,23,6.05,6.5
2016,0,4.6,4.5
2016,1,4,4.5
2016,2,3.6,3.5
2016,3,2.31,2.5
2016,4,2.05,2.5
2016,5,2.69,2.5
2016,6,3.26,3.5
2016,7,3.64,3.5
2016,8,3.76,3.5
2016,9,3.58,3.5
2016,10,3.1,3.5
2016,11,1.6,1.5
2016,12,0.64,0.5
2016,13,0.51,0.5
2016,14,0.78,0.5
2016,15,1.42,1.5
2016,16,2.51,2.5
2016,17,2.69,2.5
2016,18,3.18,3.5
2016,19,3.2,3.5
2016,20,2.8,2.5
2016,21,2.11,2.5
2016,22,1.08,1.5
2016,23,1.2,1.5
2016,0,1.51,1.5
2016,1,1.2,1.5
2016,2,1.22,1.5
2016,3,1.22,1.5
2016,4,1.66,1.5
2016,5,1.56,1.5
2016,6,1.58,1.5
2016,7,1.7,1.5
2016,8,1.72,1.5
2016,9,1.14,1.5
2016,10,2.2,2.5
2016,11,2.62,2.5
2016,12,3.42,3.5
2016,13,2.72,2.5
2016,14,3.24,3.5
2016,15,3.85,3.5
2016,16,4.53,4.5
2016,17,4.71,4.5
2016,18,3.57,3.5
2016,19,4.36,4.5
2016,20,6.52,6.5
2016,21,4.75,4.5
2016,22,3.42,3.5
2016,23,2.4,2.5
2016,0,2.55,2.5
2016,1,2.18,2.5
2016,2,1.48,1.5
2016,3,0.45,0.5
2016,4,1.58,1.5
2016,5,0.45,0.5
2016,6,0.85,0.5
2016,7,1.81,1.5
2016,8,1.75,1.5
2016,9,1.02,1.5
2016,10,3.18,3.5
2016,11,5.98,5.5
2016,12,7.24,7.5
2016,13,8.54,8.5
2016,14,8.81,8.5
2016,15,8.78,8.5
2016,16,8.87,8.5
2016,17,8.81,8.5
2016,18,8.07,8.5
2016,19,7.16,7.5
2016,20,6.64,6.5
2016,21,7.13,7.5
2016,22,6.8,6.5
2016,23,6.3,6.5
2016,0,5.68,5.5
2016,1,4.85,4.5
2016,2,4.85,4.5
2016,3,5.35,5.5
2016,4,5.1,5.5
2016,5,5.35,5.5
2016,6,5.91,5.5
2016,7,6.82,6.5
2016,8,7.78,7.5
2016,9,8.6,8.5
2016,10,9.49,9.5
2016,11,10.24,10.5
2016,12,10.88,10.5
2016,13,9.4,9.5
2016,14,9.78,9.5
2016,15,9.62,9.5
2016,16,9.52,9.5
2016,17,9.4,9.5
2016,18,9.15,9.5
2016,19,8.89,8.5
2016,20,8.79,8.5
2016,21,8.16,8.5
2016,22,7.5,7.5
2016,23,6.71,6.5
2016,0,6.13,6.5
2016,1,5.32,5.5
2016,2,4.61,4.5
2016,3,5.19,5.5
2016,4,5.1,5.5
2016,5,5.47,5.5
2016,6,5.47,5.5
2016,7,5.81,5.5
2016,8,5.71,5.5
2016,9,6.32,6.5
2016,10,6.53,6.5
2016,11,6.89,6.5
2016,12,7.69,7.5
2016,13,8.32,8.5
2016,14,8.9,8.5
2016,15,9.25,9.5
2016,16,9.65,9.5
2016,17,9.14,9.5
2016,18,8.42,8.5
2016,19,7.81,7.5
2016,20,8.2,8.5
2016,21,8.1,8.5
2016,22,8.37,8.5
2016,23,7.47,7.5
2016,0,6.58,6.5
2016,1,6.3,6.5
2016,2,5.32,5.5
2016,3,4.27,4.5
2016,4,4.52,4.5
2016,5,4.81,4.5
2016,6,5.1,5.5
2016,7,5.32,5.5
2016,8,4.63,4.5
2016,9,4.39,4.5
2016,10,5.61,5.5
2016,11,7.52,7.5
2016,12,8.16,8.5
2016,13,8.51,8.5
2016,14,9.4,9.5
2016,15,9.8,9.5
2016,16,10.02,10.5
2016,17,9.84,9.5
2016,18,9.38,9.5
2016,19,8.87,8.5
2016,20,8.47,8.5
2016,21,8.29,8.5
2016,22,8.46,8.5
2016,23,8.55,8.5
2016,0,8.74,8.5
2016,1,9.03,9.5
2016,2,8.75,8.5
2016,3,8.08,8.5
2016,4,7.92,7.5
2016,5,8.22,8.5
2016,6,8.43,8.5
2016,7,8.18,8.5
2016,8,7.96,7.5
2016,9,8.6,8.5
2016,10,8.91,8.5
2016,11,9.09,9.5
2016,12,8.93,8.5
2016,13,7.65,7.5
2016,14,7.98,7.5
2016,15,8.03,8.5
2016,16,8.13,8.5
2016,17,7.96,7.5
2016,18,7.68,7.5
2016,19,6.65,6.5
2016,20,6.49,6.5
2016,21,6.46,6.5
2016,22,6.36,6.5
2016,23,6.38,6.5
2016,0,6.17,6.5
2016,1,5.85,5.5
2016,2,5.32,5.5
2016,3,4.9,4.5
2016,4,5.57,5.5
2016,5,5.73,5.5
2016,6,5.86,5.5
2016,7,5.86,5.5
2016,8,5.86,5.5
2016,9,7.08,7.5
2016,10,8.85,8.5
2016,11,9.43,9.5
2016,12,9.68,9.5
2016,13,9.59,9.5
2016,14,10.01,10.5
2016,15,10.03,10.5
2016,16,9.75,9.5
2016,17,9.49,9.5
2016,18,8.64,8.5
2016,19,7.73,7.5
2016,20,7.15,7.5
2016,21,7.19,7.5
2016,22,6.99,6.5
2016,23,6.99,6.5
2016,0,6.74,6.5
2016,1,6.82,6.5
2016,2,6.87,6.5
2016,3,6.8,6.5
2016,4,6.71,6.5
2016,5,6.3,6.5
2016,6,5.74,5.5
2016,7,5.39,5.5
2016,8,4.53,4.5
2016,9,5.41,5.5
2016,10,6.69,6.5
2016,11,6.51,6.5
2016,12,6.1,6.5
2016,13,5.59,5.5
2016,14,4.54,4.5
2016,15,4.43,4.5
2016,16,2.55,2.5
2016,17,3.71,3.5
2016,18,4.81,4.5
2016,19,6.12,6.5
2016,20,6.73,6.5
2016,21,6.11,6.5
2016,22,5.8,5.5
2016,23,5.5,5.5
2016,0,5.2,5.5
2016,1,4.7,4.5
2016,2,4.7,4.5
2016,3,4.62,4.5
2016,4,4.4,4.5
2016,5,4.42,4.5
2016,6,5.05,5.5
2016,7,5.7,5.5
2016,8,6.57,6.5
2016,9,6.82,6.5
2016,10,6.96,6.5
2016,11,7.01,7.5
2016,12,7.3,7.5
2016,13,7.69,7.5
2016,14,7.96,7.5
2016,15,8.26,8.5
2016,16,8.68,8.5
2016,17,10.13,10.5
2016,18,10.22,10.5
2016,19,9.31,9.5
2016,20,8.14,8.5
2016,21,6.54,6.5
2016,22,5.56,5.5
2016,23,5.7,5.5
2016,0,5.2,5.5
2016,1,4.7,4.5
2016,2,4.7,4.5
2016,3,4.62,4.5
2016,4,4.4,4.5
2016,5,4.42,4.5
2016,6,5.05,5.5
2016,7,5.7,5.5
2016,8,6.57,6.5
2016,9,6.82,6.5
2016,10,6.96,6.5
2016,11,7.01,7.5
2016,12,7.3,7.5
2016,13,7.69,7.5
2016,14,7.96,7.5
2016,15,8.26,8.5
2016,16,8.68,8.5
2016,17,10.13,10.5
2016,18,10.22,10.5
2016,19,9.31,9.5
2016,20,8.14,8.5
2016,21,6.54,6.5
2016,22,5.56,5.5
2016,23,5.7,5.5
2016,0,6.74,6.5
2016,1,6.82,6.5
2016,2,6.87,6.5
2016,3,6.8,6.5
2016,4,6.71,6.5
2016,5,6.3,6.5
2016,6,5.74,5.5
2016,7,5.39,5.5
2016,8,4.53,4.5
2016,9,5.41,5.5
2016,10,6.69,6.5
2016,11,6.51,6.5
2016,12,6.1,6.5
2016,13,5.59,5.5
2016,14,4.54,4.5
2016,15,4.43,4.5
2016,16,2.55,2.5
2016,17,3.71,3.5
2016,18,4.81,4.5
2016,19,6.12,6.5
2016,20,6.73,6.5
2016,21,6.11,6.5
2016,22,5.8,5.5
2016,23,5.5,5.5
2016,0,10.12,10.5
2016,1,9.14,9.5
2016,2,10.78,10.5
2016,3,14.22,14.5
2016,4,15.61,15.5
2016,5,15.32,15.5
2016,6,13.76,13.5
2016,7,13.22,13.5
2016,8,13.1,13.5
2016,9,13.24,13.5
2016,10,14.02,14.5
2016,11,14.77,14.5
2016,12,15.12,15.5
2016,13,11.14,11.5
2016,14,11.36,11.5
2016,15,11.81,11.5
2016,16,10.74,10.5
2016,17,10.97,10.5
2016,18,12.95,12.5
2016,19,14.86,14.5
2016,20,14.55,14.5
2016,21,13.96,13.5
2016,22,14.56,14.5
2016,23,14.81,14.5
2016,0,14.8,14.5
2016,1,13.74,13.5
2016,2,13.85,13.5
2016,3,13.78,13.5
2016,4,13.11,13.5
2016,5,12.21,12.5
2016,6,11.14,11.5
2016,7,10.11,10.5
2016,8,9.41,9.5
2016,9,9.4,9.5
2016,10,9.5,9.5
2016,11,9.71,9.5
2016,12,9.63,9.5
2016,13,7.51,7.5
2016,14,7.5,7.5
2016,15,7.41,7.5
2016,16,7.1,7.5
2016,17,6.61,6.5
2016,18,5.71,5.5
2016,19,4.91,4.5
2016,20,3.81,3.5
2016,21,2.25,2.5
2016,22,0.8,0.5
2016,23,2.42,2.5
2016,0,4.29,4.5
2016,1,8.1,8.5
2016,2,8.56,8.5
2016,3,8.3,8.5
2016,4,8.49,8.5
2016,5,8.27,8.5
2016,6,8.3,8.5
2016,7,9.24,9.5
2016,8,8.71,8.5
2016,9,8.47,8.5
2016,10,7.48,7.5
2016,11,6.96,6.5
2016,12,6.94,6.5
2016,13,6.82,6.5
2016,14,6.38,6.5
2016,15,5.66,5.5
2016,16,4.81,4.5
2016,17,4.6,4.5
2016,18,5.69,5.5
2016,19,7.38,7.5
2016,20,7.19,7.5
2016,21,7.61,7.5
2016,22,7.56,7.5
2016,23,8.15,8.5
2016,0,8.6,8.5
2016,1,8.81,8.5
2016,2,8.38,8.5
2016,3,7.48,7.5
2016,4,8.34,8.5
2016,5,9.53,9.5
2016,6,8.38,8.5
2016,7,7.69,7.5
2016,8,6.62,6.5
2016,9,6.24,6.5
2016,10,7.88,7.5
2016,11,9.55,9.5
2016,12,10.17,10.5
2016,13,7.81,7.5
2016,14,2.38,2.5
2016,15,9.23,9.5
2016,16,6.09,6.5
2016,17,4.97,4.5
2016,18,10.52,10.5
2016,19,12.8,12.5
2016,20,11.74,11.5
2016,21,10.55,10.5
2016,22,9.35,9.5
2016,23,9.33,9.5
2016,0,7.6,7.5
2016,1,6.26,6.5
2016,2,5.82,5.5
2016,3,5.28,5.5
2016,4,4.84,4.5
2016,5,4.32,4.5
2016,6,4.14,4.5
2016,7,3.75,3.5
2016,8,6.31,6.5
2016,9,7.18,7.5
2016,10,6.93,6.5
2016,11,6.29,6.5
2016,12,6.53,6.5
2016,13,9.05,9.5
2016,14,11.17,11.5
2016,15,12.94,12.5
2016,16,9.22,9.5
2016,17,14.61,14.5
2016,18,13.76,13.5
2016,19,12.24,12.5
2016,20,9.53,9.5
2016,21,8.46,8.5
2016,22,13.48,13.5
2016,23,13.2,13.5
2016,0,14.62,14.5
2016,1,12.3,12.5
2016,2,13.2,13.5
2016,3,11.04,11.5
2016,4,9.3,9.5
2016,5,9.56,9.5
2016,6,9.58,9.5
2016,7,8.44,8.5
2016,8,7.74,7.5
2016,9,8.1,8.5
2016,10,8.32,8.5
2016,11,8.71,8.5
2016,12,8.67,8.5
2016,13,3.89,3.5
2016,14,4.83,4.5
2016,15,1.52,1.5
